Course ID,Eff Date,Offer Nbr,Institution,Acad Group,Subject,Catalog,Approved,Campus,Sch Print,Cat Print,Print,Acad Org,Career,Split Ownr,Term Roll,Rq Group,CIP Code,HEGIS Code,Blind Grd,From ItemTyp,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Ext Wrtoff,Required,Group,Schedule Course,Dynamic Data,Allow OEE Enrl,OEE Dynamic Dt,Typically Offer,Exam Only,Created By,Created,By,Updated
301887,12/31/75,1,USBNY,CAS,EGL, 596,A,WEST,N,N,Y,ENGLISH,GRAD,N,Y,,23.0101,15.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301889,6/29/78,1,USBNY,CAS,EGL, 598,A,WEST,N,N,Y,ENGLISH,GRAD,N,Y,,23.0101,15.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303907,4/30/73,1,USBNY,SSW,HWC, 532,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303908,12/31/73,1,USBNY,SSW,HWC, 532,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303942,4/30/74,1,USBNY,SSW,HWC, 537,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303943,4/30/75,1,USBNY,SSW,HWC, 537,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303944,4/30/79,1,USBNY,SSW,HWC, 537,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302460,12/31/71,1,USBNY,CAS,GER, 545,A,WEST,N,N,Y,EUROPEAN,GRAD,N,Y,,16.0501,11.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302480,12/31/88,1,USBNY,CAS,GER, 571,A,WEST,N,N,Y,EUROPEAN,GRAD,N,Y,,16.0501,11.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302481,4/30/91,1,USBNY,CAS,GER, 580,A,WEST,N,N,Y,EUROPEAN,GRAD,N,Y,,16.0501,11.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303362,12/31/93,1,USBNY,CAS,HIS, 525,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303325,12/31/78,1,USBNY,CAS,HIS, 502,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303327,4/30/79,1,USBNY,CAS,HIS, 503,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303285,4/30/82,1,USBNY,DEN,HDS, 601,A,HSC,N,N,Y,DENTAL,DEN,N,Y,,,12.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303286,4/30/79,1,USBNY,DEN,HDS, 601,A,HSC,N,N,Y,DENTAL,DEN,N,Y,,,12.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303328,12/31/77,1,USBNY,CAS,HIS, 504,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303331,4/30/77,1,USBNY,CAS,HIS, 507,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304252,4/30/72,2,USBNY,SSW,HWD, 536,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304253,4/30/72,1,USBNY,SSW,HWD, 537,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304254,4/30/72,1,USBNY,SSW,HWD, 538,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303535,12/31/82,2,USBNY,SON,HNG, 520,A,HSC,N,N,Y,NURSING,GRAD,N,Y,,,12.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303536,8/15/85,1,USBNY,SON,HNG, 520,A,HSC,N,N,Y,NURSING,GRAD,N,Y,,,12.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303615,8/15/93,1,USBNY,SON,HNG, 558,A,HSC,N,N,Y,NURSING,GRAD,N,Y,,,12.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303617,12/31/80,1,USBNY,SON,HNG, 559,A,HSC,N,N,Y,NURSING,GRAD,N,Y,,,12.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301709,12/31/94,1,USBNY,CAS,ANT, 530,A,WEST,N,N,Y,ANTHRO,GRAD,N,Y,,45.0201,22.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301709,12/31/94,2,USBNY,CAS,DPA, 530,A,WEST,N,N,Y,ANTHRO,GRAD,N,Y,,45.0201,22.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301611,4/30/85,2,USBNY,CEAS,CSE, 543,A,WEST,N,N,Y,COMPSCI,GRAD,N,Y,,11.0101,07.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301612,4/30/95,1,USBNY,CEAS,CSE, 543,A,WEST,N,N,Y,COMPSCI,GRAD,N,Y,,11.0101,07.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301911,12/31/72,1,USBNY,CAS,EGL, 616,A,WEST,N,N,Y,ENGLISH,GRAD,N,Y,,23.0101,15.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301912,4/30/73,1,USBNY,CAS,EGL, 616,A,WEST,N,N,Y,ENGLISH,GRAD,N,Y,,23.0101,15.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301913,12/31/74,1,USBNY,CAS,EGL, 616,A,WEST,N,N,Y,ENGLISH,GRAD,N,Y,,23.0101,15.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301390,6/29/85,1,USBNY,SPD,CES, 596,A,WEST,N,N,Y,PROFDEV,GRAD,N,Y,,,49.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302750,12/31/85,1,USBNY,MED,HBH, 543,A,HSC,N,N,Y,PHARMACLGY,GRAD,N,Y,,26.1001,04.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302753,12/31/80,1,USBNY,MED,HBH, 550,A,HSC,N,N,Y,PHARMACLGY,GRAD,N,Y,,26.1001,04.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302754,4/30/90,1,USBNY,MED,HBH, 560,A,HSC,N,N,Y,PHARMACLGY,GRAD,N,Y,,26.1001,04.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302713,4/30/82,1,USBNY,MED,HBA, 533,A,HSC,N,N,Y,ANATOMICAL,GRAD,N,Y,,26.0403,04.12,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302792,12/31/85,1,USBNY,MED,HBM, 621,A,HSC,N,N,Y,MOLGENMICB,GRAD,N,Y,,26.0503,04.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302793,4/30/85,1,USBNY,MED,HBM, 505,A,HSC,N,N,Y,MOLGENMICB,GRAD,N,Y,,26.0503,04.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302794,4/30/88,1,USBNY,MED,HBM, 505,A,HSC,N,N,Y,MOLGENMICB,GRAD,N,Y,,26.0503,04.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302719,4/30/90,1,USBNY,MED,HBA, 562,A,HSC,N,N,Y,ANATOMICAL,GRAD,N,Y,,26.0403,04.12,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302592,4/30/74,1,USBNY,HTM,HAC, 502,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302593,12/31/73,1,USBNY,HTM,HAC, 503,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302594,12/31/76,1,USBNY,HTM,HAC, 504,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302532,12/31/73,1,USBNY,HTM,HAA, 550,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302533,12/31/75,1,USBNY,HTM,HAA, 550,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302534,12/31/73,1,USBNY,HTM,HAA, 551,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302535,12/31/74,1,USBNY,HTM,HAA, 551,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302222,12/31/71,1,USBNY,CEAS,ESM, 653,A,WEST,N,N,Y,MATERIAL,GRAD,N,Y,,14.1801,09.15,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302158,6/29/83,1,USBNY,CAS,ESL, 533,A,WEST,N,N,Y,LINGUISTIC,GRAD,N,Y,,13.1401,15.08,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302159,4/30/81,1,USBNY,CAS,ESL, 533,A,WEST,N,N,Y,LINGUISTIC,GRAD,N,Y,,13.1401,15.08,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302797,6/30/80,1,USBNY,MED,HBM, 520,A,HSC,N,N,Y,MOLGENMICB,GRAD,N,Y,,26.0503,04.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302837,12/31/75,1,USBNY,MED,HBP, 551,A,HSC,N,N,Y,PATHOLOGY,GRAD,N,Y,,26.0910,04.08,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302838,4/30/82,1,USBNY,MED,HBP, 552,A,HSC,N,N,Y,PATHOLOGY,GRAD,N,Y,,26.0910,04.08,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302757,12/31/93,1,USBNY,MED,HBH, 564,A,HSC,N,N,Y,PHARMACLGY,GRAD,N,Y,,26.1001,04.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302758,4/30/88,1,USBNY,MED,HBH, 565,A,HSC,N,N,Y,PHARMACLGY,GRAD,N,Y,,26.1001,04.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302759,4/30/77,1,USBNY,MED,HBH, 572,A,HSC,N,N,Y,PHARMACLGY,GRAD,N,Y,,26.1001,04.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303805,12/31/76,1,USBNY,SSW,HWC, 512,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303768,12/31/79,1,USBNY,SSW,HWC, 502,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303769,12/31/93,1,USBNY,SSW,HWC, 502,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303770,12/31/96,1,USBNY,SSW,HWC, 502,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303810,12/31/71,1,USBNY,SSW,HWC, 513,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303811,4/30/75,1,USBNY,SSW,HWC, 513,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303841,12/31/79,1,USBNY,SSW,HWC, 519,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303734,4/30/72,2,USBNY,HSC,HSC, 546,A,HSC,N,N,Y,HSC,GRAD,N,Y,,,22.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303734,4/30/72,3,USBNY,HSC,HSC, 548,A,HSC,N,N,Y,HSC,GRAD,N,Y,,,22.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303777,4/30/80,3,USBNY,SSW,HWC, 506,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304095,12/31/81,1,USBNY,SSW,HWC, 567,A,HSC,N,N,N,SOCWELFARE,GRAD,N,N,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
304096,12/31/91,1,USBNY,SSW,HWC, 567,A,HSC,N,N,N,SOCWELFARE,GRAD,N,N,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
304133,12/31/72,1,USBNY,SSW,HWC, 577,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304098,4/30/92,1,USBNY,SSW,HWC, 568,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302572,4/30/73,1,USBNY,HTM,HAA, 634,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302573,4/30/74,1,USBNY,HTM,HAA, 637,A,HSC,N,N,Y,HEALTHTECH,GRAD,N,Y,,,12.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303380,4/30/97,1,USBNY,CAS,HIS, 542,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303424,12/31/79,1,USBNY,CAS,HIS, 616,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303368,4/30/84,1,USBNY,CAS,HIS, 529,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303384,12/31/83,1,USBNY,CAS,HIS, 545,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303369,12/31/97,1,USBNY,CAS,HIS, 530,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302252,12/31/85,1,USBNY,CAS,ESS, 545,A,WEST,N,N,Y,GEOSCIENCE,GRAD,N,Y,,,19.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
200409,12/31/78,2,USBNY,CAS,ARH, 482,A,WEST,N,N,Y,ART,UGRD,N,Y,,50.0703,10.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
200410,4/30/74,1,USBNY,CAS,ART, 399,A,WEST,N,N,Y,ART,UGRD,N,Y,,,10.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
200467,4/30/88,3,USBNY,CAS,BIO, 341,A,WEST,N,N,Y,BIOLOGY,UGRD,N,Y,,26.0101,04.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
200404,4/30/77,1,USBNY,CAS,ART, 366,A,WEST,N,N,Y,ART,UGRD,N,Y,,,10.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
305009,4/30/91,1,USBNY,CAS,PHI, 611,A,WEST,N,N,Y,PHILOSOPHY,GRAD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304939,4/30/76,1,USBNY,CAS,PHI, 528,A,WEST,N,N,Y,PHILOSOPHY,GRAD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304940,12/31/83,1,USBNY,CAS,PHI, 530,A,WEST,N,N,Y,PHILOSOPHY,GRAD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304941,12/31/81,1,USBNY,CAS,PHI, 531,A,WEST,N,N,Y,PHILOSOPHY,GRAD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304973,12/31/81,1,USBNY,CAS,PHI, 574,A,WEST,N,N,Y,PHILOSOPHY,GRAD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304974,12/31/83,1,USBNY,CAS,PHI, 574,A,WEST,N,N,Y,PHILOSOPHY,GRAD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304990,12/31/82,1,USBNY,CAS,PHI, 592,A,WEST,N,N,Y,PHILOSOPHY,GRAD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301746,4/30/83,2,USBNY,CAS,ECO, 630,A,WEST,N,N,Y,ECONOMICS,GRAD,N,Y,,45.0601,22.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301748,4/30/82,2,USBNY,CAS,ECO, 631,A,WEST,N,N,Y,ECONOMICS,GRAD,N,Y,,45.0601,22.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301749,12/31/71,1,USBNY,CAS,ECO, 540,A,WEST,N,N,Y,ECONOMICS,GRAD,N,Y,,45.0601,22.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
301750,4/30/72,1,USBNY,CAS,ECO, 541,A,WEST,N,N,Y,ECONOMICS,GRAD,N,Y,,45.0601,22.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303419,4/30/72,1,USBNY,CAS,HIS, 607,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303420,12/31/75,1,USBNY,CAS,HIS, 609,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303421,12/31/92,1,USBNY,CAS,HIS, 610,A,WEST,N,N,Y,HISTORY,GRAD,N,Y,,05.0201,22.11,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
304150,4/30/77,1,USBNY,SSW,HWC, 581,A,HSC,N,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303622,4/30/97,1,USBNY,SON,HNG, 560,A,HSC,N,N,Y,NURSING,GRAD,N,Y,,,12.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303623,6/30/80,1,USBNY,SON,HNG, 561,A,HSC,N,N,Y,NURSING,GRAD,N,Y,,,12.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303549,6/30/91,1,USBNY,SON,HNG, 526,A,HSC,N,N,Y,NURSING,GRAD,N,Y,,,12.03,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302188,12/31/75,1,USBNY,CEAS,ESM, 525,A,WEST,N,N,Y,MATERIAL,GRAD,N,Y,,14.1801,09.15,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302132,12/31/81,1,USBNY,CEAS,ESE, 583,A,WEST,N,N,Y,ELECTRICAL,GRAD,N,Y,,14.1001,09.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302133,12/31/79,1,USBNY,CEAS,ESE, 584,A,WEST,N,N,Y,ELECTRICAL,GRAD,N,Y,,14.1001,09.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302200,4/30/75,1,USBNY,CEAS,ESM, 551,A,WEST,N,N,Y,MATERIAL,GRAD,N,Y,,14.1801,09.15,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302197,4/30/90,1,USBNY,CEAS,ESM, 538,A,WEST,N,N,Y,MATERIAL,GRAD,N,Y,,14.1801,09.15,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302198,12/31/75,1,USBNY,CEAS,ESM, 540,A,WEST,N,N,Y,MATERIAL,GRAD,N,Y,,14.1801,09.15,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
302237,12/31/71,1,USBNY,CAS,ESS, 515,A,WEST,N,N,Y,GEOSCIENCE,GRAD,N,Y,,,19.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303164,4/30/76,1,USBNY,DEN,HDP, 601,A,HSC,N,N,Y,DENTAL,DEN,N,Y,,,12.05,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
303165,4/30/82,1,USBNY,DEN,HDP, 601,A,HSC,N,N,Y,DENTAL,DEN,N,Y,,,12.05,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
