Rq Group,Eff Date,Key,Line,Line Type,Min Units,Min Course,Rqs Typ,Rqrmnt,Cond Code,Operator,Value,Institution,Acad Group,Subject,Catalog,Ptrn Type,Course ID,Trnsfr Lvl,Test Crdt,Othr Crdt,In GPA crs,Excl In-Progrss,Min Points,Min Units,Incl Equiv,Valid Beg,Valid End,Term,Assoc,Topic ID,Designation,Conn,Parenth,Test ID,Component,Score,Max Age,Select Method,Rpt Descr,Description
002107,1/1/09,0002,0020,CRSE,0.00,1.00,CO,,,,,USBNY,,,,,305700,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,(,,,0.00,0,,,
002107,1/1/09,0003,0030,CRSE,0.00,1.00,CO,,,,,USBNY,,,,,305840,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,),,,0.00,0,,,
002537,1/1/09,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002537,1/1/09,0002,0020,COND,0.00,0.00,,,PL,EQ,ARSBA,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,(,,,0.00,0,,,
002537,1/1/09,0003,0030,COND,0.00,0.00,,,PL,EQ,ARSMINOR,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,),,,0.00,0,,,
002440,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002440,8/25/08,0002,0020,CRSW,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,B,AND,,,,0.00,0,,,
002449,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002451,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002452,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002456,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U1,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002458,8/25/08,0001,0010,CRSE,0.00,0.00,CO,,,,,USBNY,,,,,201545,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,(,,,0.00,0,,,
002458,8/25/08,0002,0020,CRSE,0.00,0.00,CO,,,,,USBNY,,,,,203327,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002458,8/25/08,0003,0030,CRSE,0.00,0.00,CO,,,,,USBNY,,,,,203428,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002458,8/25/08,0004,0040,CRSE,0.00,0.00,CO,,,,,USBNY,,,,,204793,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,),,,0.00,0,,,
002467,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002467,8/25/08,0002,0020,CRSW,0.00,1.00,PRE,,,,,USBNY,,HIS,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002471,1/1/09,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,200720,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002471,1/1/09,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,201356,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
000936,8/25/08,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,,100852,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,,,,,0.00,0,,,
000936,8/25/08,0002,0020,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,,201019,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,,,,0.00,0,,,
000936,8/25/08,0003,0030,RQ,0.00,1.00,PRE,000001406,,,,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,S2,OR,,,,0.00,0,,,
001891,1/1/08,0003,0030,COND,0.00,0.00,,,PL,EQ,MEC2MAJ,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,),,,0.00,0,,,
002477,8/25/08,0001,1750,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,300060,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002479,8/25/08,0001,0010,RQ,0.00,0.00,CO,000001751,,,,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002482,8/25/08,0001,0010,COND,0.00,0.00,,,PR,EQ,ECOAC,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002482,8/25/08,0002,0020,COND,0.00,0.00,,,PR,EQ,ECOPH,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,,,,0.00,0,,,
002485,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U1,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002487,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U1,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002499,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002500,8/25/08,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002523,1/1/09,0001,0010,RQ,0.00,0.00,PRE,000001753,,,,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002526,1/1/09,0001,0010,RQ,0.00,0.00,CO,000001756,,,,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002530,1/1/09,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,200720,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002416,1/1/09,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,100202,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,,,,,0.00,0,,,
002416,1/1/09,0003,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,200831,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,,,,0.00,0,,,
002416,1/1/09,0002,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,102009,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,,,,0.00,0,,,
001657,1/1/09,0001,0010,CRSE,0.00,1.00,CO,,,,,USBNY,,,,,200705,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,(,,,0.00,0,,,
001657,1/1/09,0002,0030,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,,200704,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,,,,0.00,0,,,
002546,8/25/08,0001,0010,COND,0.00,0.00,,,PR,EQ,SDBCT,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
000776,1/1/09,0001,0010,COND,0.00,0.00,,,LVL,GE,U1,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002554,1/1/09,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,201433,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002554,1/1/09,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,201727,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002554,1/1/09,0003,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,201722,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002511,1/1/09,0001,0010,COND,0.00,0.00,,,LVL,GE,U1,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002510,1/1/09,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,306068,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
000918,1/1/09,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,,204206,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,,,,,0.00,0,,,
000918,1/1/09,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,101504,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,,,,0.00,0,,,
000905,1/1/09,0004,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,101504,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,,,,0.00,0,,,
001872,1/1/08,0001,0010,COND,0.00,0.00,,,GRP,EQ,USCH,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002773,5/25/10,0003,0040,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,100980,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,,,,0.00,0,,,
000247,8/25/10,0001,0010,RQ,0.00,0.00,PRE,000001044,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
000247,8/25/10,0002,0020,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,100202,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,AND,(,,,0.00,0,,,
000247,8/25/10,0003,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,102009,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,),,,0.00,0,,,
002745,8/25/10,0001,0010,CRSE,0.00,1.00,CO,,,,,USBNY,,,,SMPL,306374,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002767,5/25/10,0001,0010,COND,0.00,0.00,,,LVL,GE,U2,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
001810,5/25/10,0002,0020,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002719,8/25/10,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,306445,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,,,,,0.00,0,,,
002719,8/25/10,0002,0020,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,306447,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,AND,,,,0.00,0,,,
002761,5/25/10,0001,0010,CRSE,0.00,0.00,CO,,,,,USBNY,,,,SMPL,203510,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002775,5/25/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,306557,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002778,8/25/10,0001,0010,COND,0.00,0.00,,,PR,EQ,HBHPH,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002750,8/25/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,100026,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002769,8/25/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,306113,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002769,8/25/10,0002,0020,COND,0.00,0.00,,,PL,EQ,ISEBS,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002757,5/25/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203463,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002717,1/1/10,0001,0010,COND,0.00,0.00,,,GRP,EQ,CSHP,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002717,1/1/10,0002,0020,COND,0.00,0.00,,,GRP,EQ,HONR,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,,,,0.00,0,,,
002717,1/1/10,0003,0030,COND,0.00,0.00,,,GRP,EQ,WISE,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,,,,0.00,0,,,
002731,5/25/10,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,306479,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002744,6/1/04,0001,0010,RQ,0.00,0.00,,000001818,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
001944,8/25/10,0002,0020,RQ,0.00,0.00,PRE,000001049,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
001944,8/25/10,0003,0030,COND,0.00,0.00,,,PL,EQ,CMEBE,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,(,,,0.00,0,,,
001944,8/25/10,0004,0040,COND,0.00,0.00,,,PLS,EQ,ESGBE,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,),,,0.00,0,,,
001526,8/25/10,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,200825,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,(,,,0.00,0,,,
001526,8/25/10,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,200827,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,),,,0.00,0,,,
001526,8/25/10,0003,0030,COND,0.00,0.00,,,PL,EQ,CSEBS,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002741,5/25/10,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
001810,5/25/10,0001,0010,RQ,0.00,0.00,PRE,000001147,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002583,5/25/10,0001,0010,RQ,0.00,0.00,PRE,000001512,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002771,5/25/10,0001,0010,COND,0.00,0.00,,,LVL,GE,U3,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002743,6/1/04,0002,0010,RQ,0.00,0.00,,000001804,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002743,6/1/04,0006,0040,RQ,0.00,0.00,,000001805,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002743,6/1/04,0003,0050,RQ,0.00,0.00,,000001817,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002720,6/1/04,0012,0020,RQ,0.00,0.00,,000001830,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,(,,,0.00,0,,,
002740,8/25/10,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,101864,ALL,Y,Y,Y,N,2.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002772,5/25/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203587,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,(,,,0.00,0,,,
002772,5/25/10,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203592,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,),,,0.00,0,,,
002772,5/25/10,0003,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203724,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002724,8/25/10,0001,0010,COND,0.00,0.00,,,LVL,GE,G2,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002679,1/1/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,201535,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002679,1/1/10,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,201537,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002707,8/25/10,0001,0010,COND,0.00,0.00,,,PR,EQ,MBAMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,(,,,0.00,0,,,
002707,8/25/10,0002,0020,COND,0.00,0.00,,,PR,EQ,MBXMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,),,,0.00,0,,,
002707,8/25/10,0003,0030,RQ,0.00,0.00,PRE,000001813,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002667,1/1/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,306319,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002690,11/12/09,0001,0010,CRSE,0.00,1.00,CO,,,,,USBNY,,,,SMPL,306420,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002616,8/25/04,0001,0010,RQ,0.00,0.00,,000001781,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002616,8/25/04,0002,0020,RQ,0.00,0.00,,000001782,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002616,8/25/04,0003,0030,RQ,0.00,0.00,,000001776,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002616,8/25/04,0005,0040,RQ,0.00,0.00,,000001778,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002513,8/25/08,0002,0020,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,200679,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,(,,,0.00,0,,,
002513,8/25/08,0003,0030,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,100970,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002513,8/25/08,0004,0040,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,101624,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002513,8/25/08,0005,0050,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,306043,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,),,,0.00,0,,,
002496,8/25/08,0002,0020,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,100974,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002688,8/25/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203630,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,,,,,0.00,0,,,
002688,8/25/10,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203645,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,AND,,,,0.00,0,,,
002688,8/25/10,0003,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,200080,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,AND,(,,,0.00,0,,,
002688,8/25/10,0004,0040,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203590,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,,,,0.00,0,,,
002688,8/25/10,0005,0050,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,203592,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,),,,0.00,0,,,
002661,1/1/10,0001,0010,COND,0.00,0.00,,,LVL,GE,U1,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002697,8/25/10,0003,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,SMPL,304599,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,,,,0.00,0,,,
002659,1/1/10,0001,0010,COND,0.00,0.00,,,LVL,GE,01,USBNY,,,,,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002706,8/25/10,0001,0010,COND,0.00,0.00,,,PR,EQ,MBAMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,(,,,0.00,0,,,
002706,8/25/10,0002,0020,COND,0.00,0.00,,,PR,EQ,MBXMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,),,,0.00,0,,,
002706,8/25/10,0003,0030,RQ,0.00,0.00,PRE,000001812,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
000928,1/1/10,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,,204455,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,,,,,0.00,0,,,
000928,1/1/10,0002,0020,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,,204870,ALL,Y,Y,N,N,0.00,0.00,Y,,,,0,0,,OR,,,,0.00,0,,,
002681,1/1/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,201063,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002681,1/1/10,0002,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,306408,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,,,,0.00,0,,,
001469,1/1/58,0005,0050,COND,0.00,0.00,,,PL,EQ,CHEAC,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,,,,0.00,0,,,
001469,1/1/58,0006,0060,COND,0.00,0.00,,,PL,EQ,CHEMT,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,,,,0.00,0,,,
001469,1/1/58,0007,0070,COND,0.00,0.00,,,PL,EQ,CHENM,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,,,,0.00,0,,,
002682,1/1/10,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,101398,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002481,1/1/10,0001,0010,RQ,0.00,0.00,PRE,000001668,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,2.00,0.00,,,,,0,0,,,,,,0.00,0,,,
002510,1/1/09,0002,0020,RQ,0.00,0.00,PRE,000001169,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002687,1/1/10,0001,0010,CRSE,0.00,1.00,PRE,,,,,USBNY,,,,SMPL,306345,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,,,,0.00,0,,,
002712,8/25/10,0001,0010,COND,0.00,0.00,,,PR,EQ,MBAMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,(,,,0.00,0,,,
002712,8/25/10,0002,0020,COND,0.00,0.00,,,PR,EQ,MBXMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,),,,0.00,0,,,
002712,8/25/10,0003,0030,COND,0.00,0.00,,,LVL,GE,G2,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002508,8/25/08,0002,0020,RQ,0.00,0.00,PRE,000001802,,,,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,AND,,,,0.00,0,,,
002560,1/1/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,204870,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,(,,,0.00,0,,,
002560,1/1/10,0004,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,204871,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002560,1/1/10,0002,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,204455,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,),,,0.00,0,,,
002560,1/1/10,0003,0040,CRSE,0.00,0.00,CO,,,,,USBNY,,,,,306232,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,,,,0.00,0,,,
002561,1/1/10,0001,0010,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,204870,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,,(,,,0.00,0,,,
002561,1/1/10,0004,0020,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,204871,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,,,,0.00,0,,,
002561,1/1/10,0002,0030,CRSE,0.00,0.00,PRE,,,,,USBNY,,,,,204455,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,OR,),,,0.00,0,,,
002561,1/1/10,0003,0040,CRSE,0.00,0.00,CO,,,,,USBNY,,,,,306233,ALL,Y,Y,N,N,0.00,0.00,N,,,,0,0,,AND,,,,0.00,0,,,
002704,8/25/10,0001,0010,COND,0.00,0.00,,,PR,EQ,MBAMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,,(,,,0.00,0,,,
002704,8/25/10,0002,0020,COND,0.00,0.00,,,PR,EQ,MBXMB,USBNY,,,,SMPL,,ALL,Y,Y,N,N,0.00,0.00,,,,,0,0,,OR,),,,0.00,0,,,
